Product Name,Category,SKU,Model,Price,Quantity,Description,Image
"oraimo BoomPop Lite Headphones (OHP-317, Black)",Headphones & Earbuds,JNE-OHP317-167,OHP317,103500,1,"WIRELESS H P SPECS
Connectivity: Bluetooth 5.3 and 3.5mm AUX cable

Bluetooth Range: ≥10m

Speaker Diameter: 40mm

Playtime: Up to 65 hours

Charging Port: Type-C",
"Oraimo TECNO Phone Battery (generic listing, likely BL-5CAT 1150mAh)",Batteries,JNE-TECHNOBA-316,TECHNO BATTRIES,10350,48,Tecno BL-51CAT 1150mAh,
Oraimo Phone Battery 1150mAh (generic listing),Batteries,JNE-ORAIMOBA-680,ORAIMO BATTRIES 1150,10350,4,"Bat Oraimo
Product Specifications
Battery Cell Type    Li-ion battery
Capacity    1150mAh",
Oraimo Phone Battery 1000mAh (generic listing),Batteries,JNE-ORAIMOBA-997,ORAIMO BATTRIES 1000,9315,34,"BAT oraimo BL-5CAR-I 1000mAh by sea P1. Description
Oraimo Battery BL-5CAR-I

Introducing our cutting-edge BL-5CAR-I re-chargeable battery,

a powerful solution designed to enhance your electronic devices.

This high-performance source boasts a capacity of 1000mAh,

ensuring prolonged usage and reliability. Its sleek

and sophisticated black color adds a touch of elegance to your devices.
The BL-5CAR-I is engineered to provide a seamless

and uninterrupted power supply for various applications,

from portable electronics to smart gadgets. Its compact design

makes it easy to integrate into your devices without compromising on power.

Whether you're on the go or working from home, this battery offers

the flexibility and endurance needed to keep your devices running smoothly.
Say goodbye to the inconvenience of frequent re-charging

Oraimo Battery BL-5CAR-I",
Spray Mop,Home Appliances,JNE-SPRAYMOP-835,SPRAY MOP,72450,2,Generic spray mop (cleaning tool with a refillable/spray water tank and a microfiber mop head). Not an oraimo-branded product — brand/model could not be identified online. Please verify exact product/SKU from the item itself.,
oraimo RobustLine OCD-114CL Cable (Built To Last Longer),Charges & Cables,JNE-114CL-422,114CL,15525,9,"oraimo RobustLine OCD-114CL Cable (Built To Last Longer) — Built to last longer robustline. SPECS
Type: Type-C to Lightning;
Length: 1m;
Output: 5V⎓3A, 9V⎓3A, 15V⎓2A",
oraimo RobustLine OCD-114CC 60W Ultra Fast Charge Cable,Charges & Cables,JNE-114CC-317,114CC,11385,110,"oraimo RobustLine OCD-114CC 60W Ultra Fast Charge Cable — 60w ultra fast charge robustline. SPECS
Type: Type-C to Type-C;
Length: 1.5m;
Output: 20V⎓3A; 15V⎓3A; 9V⎓3A; 5V⎓3A",
Oraimo ODL-202A,Smart Lighting,JNE-ODL202A-771,ODL202A,56925,1,"oraimo SmartLamp Table (ODL-202A) - 2-in-1 table lamp and flashlight, 5W LED, built-in 2000mAh rechargeable battery, adjustable colour temperature, stepless brightness control, 180° adjustable head, self-standing base.",
oraimo SpaceBox Wireless Speaker (OBS-382),Speakers & Home Theaters,JNE-OBS382-611,OBS382,103500,4,"oraimo SpaceBox Wireless Speaker (OBS-382) — Grab the bass light up the fun spacebox.SPECS
Product Parameters:

Size: 146*72*50mm

Weight: 280g

Bluetooth version：V5.4

Battery Capacity：1800mAh/3.7V

Frequency Response: 80Hz-20KHz

Playtime: 5H(Max vol),16H(Med vol)

Audio Output: 8W

Transmission distance: 10m

Material: Plastic&Metal

Color：Space Grey

Charging Input: Type-C

Play Mode: BT, TF card, FM radio

Model: OBS-382",
oraimo PowerCube 6W Wall Charger,Charges & Cables,JNE-OCW106-505,OCW 106,10350,133,"oraimo PowerCube 61 Wall Charger Kit (OCW-1061U — ""OCW 106"" appears to be a shorthand of this) — Oraimo powercube 61 6w portable charging charger kit.",
Oraimo OVB522A,Charges & Cables,JNE-OVB522A-758,OVB522A,,2,"Description
Product Parameters:
Material: PP+SUS 304
Capacity:1.2L",
Oraimo OEC201A - Pressure Cooker,Home Appliances,JNE-OEC201A-569,OEC201A,,1,Model not identifiable online — no matching oraimo product found. Please verify exact product/SKU from the item itself.,
"Oraimo Cannon 18S 18W Type-C Wall Charger Kit (OCW-5184U+C53, likely variant of OCW5184UC)",Charges & Cables,JNE-OCW5184U-246,OCW5184UC,20700,30,"Charger kit oraimo UK OCW-5184U+C53BlackStable 18W Fast Charging – Rapid and consistent power delivery

AniFast™ Technology – Advanced tech for faster and more efficient charging

Smart Temperature Management – Prevents overheating for safe operation

Smart Control – Built-in protection against over-current, over-voltage, and short circuits

Protocol Detection – Automatically adjusts to QC3.0 and PE2.0 for optimal speed

Charging Indicator Light – Shows real-time charging status

🧳 Design & Convenience

Lightweight & Portable – Easy to carry, ideal for travel

Safe Charging System – Multi-layer protection ensures device and user safety

Includes USB-C Cable – Full compatibility with modern Type-C devices",
Oraimo OCD-114CJ Cable (likely a RobustLine 114C variant — please verify exact connector type),Charges & Cables,JNE-OCD114CJ-371,OCD114CJ,5175,18,"Likely an oraimo RobustLine OCD-114C-series charge/data cable (naming matches the 114C reinforced USB-A to USB-C cable family), but the exact connector variant could not be confirmed online. Please verify exact product/SKU from the item itself.
Brand Name    Oraimo
Connector Type    USB 2.0
Cable Type    USB
Compatible Devices    Smartphone, Tablet, Laptop, USB-C enabled devices
Special Features    Rugged Design
Compatible Phone Models    Likely compatible with USB-C enabled smartphones, specific models not listed
Recommended Uses For Product    Charging
Ethernet Cable Category    Cat 5e
Color    Black
Connector Gender    Male-to-Male",
oraimo RobustLine OCD-114CL Cable (Built To Last Longer),Charges & Cables,JNE-OCD114L-242,OCD 114L,10350,8,"oraimo RobustLine OCD-114CL Cable (Built To Last Longer) — Built to last longer robustline.SPECS
Type: Type-C to Lightning;
Length: 1m;
Output: 5V⎓3A, 9V⎓3A, 15V⎓2A",
oraimo OML-501A Magnetic Night Light (White),Smart Lighting,JNE-OML501A-352,OML501A,80730,1,"oraimo OML-501A Smart Lamp / magnetic tube RGB light - 12 colour modes, 5-level dimming, 2 colour-temperature settings, magnetic mounting, remote control, up to 18+ hours working time.",
Oraimo OH-PB1N Blender (Black),Home Appliances,JNE-OHPB1N-862,OHPB1N,136620,2,"oraimo SmartBlender Go portable blender (OH-PB1N) - 500ml Tritan cup, 75W motor, 304 stainless-steel ice-crushing blades, dual 2000mAh batteries (4000mAh total, ~8-10 blends/charge), USB-C recharging, self-clean function, IPX5 water resistance.",
oraimo MagCable Magnetic Cable (OCD-710CC),Charges & Cables,JNE-OCD710CC-674,OCD710CC,18630,3,"oraimo MagCable Magnetic Cable (OCD-710CC) — Magnetic tangle free cable magcable.SPECS
Type: Type-C to Lightning
Output:  5V/2.4A, 9V/2.2A, 20W
Length: 1m
Color: Black",
oraimo PowerNova L11 Power Bank (OPB-7103C),Power Banks,JNE-OPB7103C-651,OPB7103C,67275,1,"oraimo PowerNova L11 Power Bank (OPB-7103C) — Pocket sized portable 225w fast charge powernova l11. SPECS
Capacity/Energy: 10000mAh / 37Wh
Input (Type‑C 1 Cable): 5V⎓3A; 9V⎓2.22A; 12V⎓1.67A (20W Max)
Input (Type‑C 2): 5V⎓3A; 9V⎓2.22A; 12V⎓1.67A (20W Max)
Output (Type‑C 1 Cable):
5V⎓3A; 9V⎓2.22A; 10V⎓2.25A; 12V⎓1.67A (22.5W Max)
Output (Type‑C 2): 5V⎓3A; 9V⎓2.22A; 10V⎓2.25A; 12V⎓1.67A (22.5W Max)
Output (USB‑A): 5V⎓3A; 9V⎓2.22A; 10V⎓2.25A; 12V⎓1.67A (22.5W Max)
Total Output: 5V⎓3A (15W Max",
oraimo PowerFlow L1 Power Bank (OPB-1103),Power Banks,JNE-OPB1103-369,OPB1103,41400,2,"oraimo PowerFlow L1 power bank (OPB-1103) - 10,000mAh/37Wh capacity; Type-C input 5V/3A (15W max); two USB-A outputs and one Type-C output, each up to 5V/3A (15W max); total output 15W max.SPECS
Capacity/Energy: 10000mAh/37Wh; Input (Type‑C): 5V⎓3A (15W Max); Output 1 (USB‑A): 5V⎓3A (15W Max); Output 2 (USB‑A): 5V⎓3A (15W Max); Output 3 (Type‑C): 5V⎓3A (15W Max);
Total Output: 15W Max
*oraimo Lab test results for the number of charges for iPhone17 Ai",
oraimo Watch 2R Smartwatch (OSW-30),Smart Watches,JNE-OSW30-864,OSW30,82800,2,"oraimo Watch 2R Smartwatch (OSW-30) — Connect talk amplify your life watch 2r. SPECS
Screen Size: 1.39"" TFT 360*360
BT Version: V5.2
Battery Capacity: 260 mAh
Battery Type: Lithium polymer
Charging Time:2h
Standby Time: 7 days
Waterproof: IP68
Watch Size: 46*46*11mm（without strap）
Weight: 39.8 g（with strap）
Material: ABS/PC/Silica Gel
Model: OSW-30
*oraimo Lab test result",
oraimo Watch 6 Lite Smartwatch (OSW-809),Smart Watches,JNE-OSW809-698,OSW809,82800,2,"oraimo Watch 6 Lite Smartwatch (OSW-809) — One watch all day care watch 6 lite. SPECS
Display Screen: 2.01"" TFT (240*296)
Wireless Version: V5.3
Material: ABS/PC
Battery Type: Lithium Polymer
Battery Capacity: 300mAh
Charging Time: 3 hours
Normal Usage Time: 7 days
Standby Time: 30 days
Watch Size: 48.2*38.8*11.1mm
Weight: 42g
Waterproof: IP6",
"oraimo Watch 5 Smartwatch (OSW-805, Berry Grey)",Smart Watches,JNE-OSW805-538,OSW805,103500,1,"oraimo Watch 5 Smartwatch (OSW-805, Berry Grey) — Vivid thin tough design watch 5.SPECS
Display Screen: 2.01'' TFT 240*296
Wireless Version: V5.2
Material: ABS/PC/Modified silica gel
Battery Type: Lithium polymer
Battery Capacity: 300mAh
Charging Time: 3 hours
Normal Using Time: 7 days
Standby Time: 30 days
Watch Size: 48*38*10.8mm
Weight: 41.4g
Waterproof: 1ATM",
Oraimo OCW-53510CC Charger,Charges & Cables,JNE-OCW53510-697,OCW53510CC,41400,4,"Brand: Oraimo
Model: OCW-5351ECC
Type: Wall Charger
Port: 1 Port
Power: 35 watt
Color: Black
Type-C to Type-C Cable
GaN Tech Smaller and Faster
9 Layers of Safety
PE2.0 QC3.0 PD3.0 Compatible",
"oraimo PowerGaN 451 Charger (OCW-5451UCC, likely variant of OCW-5451ECC)",Charges & Cables,JNE-OCW5451U-508,OCW5451UCC,51750,2,"oraimo PowerGaN 451 Charger (OCW-5451UCC, likely variant of OCW-5451ECC) — Fast charging perfected powergan 451.SPECS
Model: OCW-5451E
Plug Type: EU Type
Input: 100V-240V~50/60Hz, 1.2A Max
Output: 5.0V⎓ 3.0A; 9.0V⎓ 3.0A; 12V⎓ 3.0A; 15V⎓ 3.0A; 20V⎓ 2.5A;
Cable Type: Type-C to Type-C
Length: 1m
Output: 3A
Output Power: 45W Max",
"oraimo PowerCube 201 Charger (OCW-5203UCC, likely variant of OCW-5203ECC)",Charges & Cables,JNE-OCW5203U-470,OCW5203UCC,25875,3,"oraimo PowerCube 201 wall charger (OCW-5203ECC) with 1m Type-C to Type-C cable - EU-plug GaN charger; Type-C output up to 20W (5V/3A, 9V/2.22A, 12V/1.67A), USB-A output up to 18W (5V/3A, 9V/2A, 12V/1.5A), combined output 15W max when both ports are used. SPECS
Charger
Plug Type: Europe Type
Input: 180-240V~50/60Hz 0.5A Max
Output 1(Type-C): 5.0V⎓3.0A; 9V⎓2.22A; 12V⎓1.67A 20W Max
Output 2(USB-A): 5.0V⎓3.0A; 9V⎓2.0A; 12V⎓1.50A 18W Max
Output 1(Type-C)+Output 2(USB-A): 5V⎓3.0A 15W Max
Cable
Type: Type-C to Type-C
Length: 1m
Output: 3A",
"Oraimo 10W Wall Charger Kit OCW-1111U+L53 (Lightning cable, Black)",Charges & Cables,JNE-OCW1111U-324,OCW1111U +L53,15525,49,"iPhone CHARGERInput
100-240V 50-60Hz
Output
5V⎓2A
Cable
Lightning
Product Features
Compact Size Anti-sweat & Fingerprints Multi-protection Syste",
Oraimo OCD-121L Cable (likely a CandyLine 121 variant — please verify),Charges & Cables,JNE-OCD121L-241,OCD121L,6210,140,"ORAIMO Type C 1 m CandyLine 2 OCD-121C 2.4A Fast Charging Hi-Speed Sync (Compatible with ALL DEVICES, Light Blue, One Cable, USB Type A To USB Type C)",
"oraimo Traveler Link 20 Power Bank (OPB-P5201, likely variant of OPB5201)",Power Banks,JNE-OPB5201-621,OPB5201,72450,7,"SPECS
Capacity: 20000mAh (74 Wh)
Input 1(Micro-USB Port): 5V/2A
Input 2(Type-C Port): 5V/2A
Input 3(USB-A Cable): 5V/2A
Output 1(USB-A Port): 5V/2.4A
Output 2(Micro-USB Cable): 5V/2.1A
Output 3(Lightning Cable): 5V/2.1A
Output 4(Type-C Cable): 5V/2.1A
Total Output: 5V/2.4A (Max)",
AKZ29 Headphone,Headphones & Earbuds,JNE-AKZ29-605,AKZ29,,1,"Specifications:

Bluetooth-compatible version: Bluetooth-compatible V5.3+EDR
Transmission distance: 10 meters
Charging time: 2.5-3 hours
Usage time: about 10 hours
Standby time: 60 hours
Speaker: 40 mm
Charging voltage: DC 5V
Connector: Type-C interface
Frequency response: 20 Hz-20 kHz
Battery: 200mAh rechargeable polymer battery
Functions: adjust volume, switch songs, answer calls, reject calls, hang up calls, Bluetooth-compatible playback, call replay, Bluetooth-compatible reconnection, voice prompts, battery display, MP3, FM radio",
J661 Headphone,Headphones & Earbuds,JNE-J661-193,J661,,2,"Sku
GE779EA4HS8U3NAFAMZ
Selected Variation
GE779EA4HS8U3NAFAMZ-361467411
Rating
0
Total Ratings
0
Tags
JA|TBOOST
Badges
Anniversary deal
Shop Express
false
Connectivity
Bluetooth
Colour
Orange
Model
J-661
Brand
Real
Product Type
Mobile Headphones & Earphones
Condition
Brand New
Availability
In Stock
Weight
0.3 kg",
Oraimo OCD-121L Cable (likely a CandyLine 121 variant — please verify),Charges & Cables,JNE-OCD121L-873,OCD121L,6210,140,"ORAIMO Type C 1 m CandyLine 2 OCD-121C 2.4A Fast Charging Hi-Speed Sync (Compatible with ALL DEVICES, Light Blue, One Cable, USB Type A To USB Type C)",
"oraimo Traveler Link 20 Power Bank (OPB-P5201, likely variant of OPB5201)",Power Banks,JNE-OPB5201-148,OPB5201,72450,7,"SPECS
Capacity: 20000mAh (74 Wh)
Input 1(Micro-USB Port): 5V/2A
Input 2(Type-C Port): 5V/2A
Input 3(USB-A Cable): 5V/2A
Output 1(USB-A Port): 5V/2.4A
Output 2(Micro-USB Cable): 5V/2.1A
Output 3(Lightning Cable): 5V/2.1A
Output 4(Type-C Cable): 5V/2.1A
Total Output: 5V/2.4A (Max)",
AKZ 29 Over-Ear Bluetooth-compatible Headphone Foldable Stereo Music Wireless / AUX Wired Headset - Black,Headphones & Earbuds,JNE-AKZ29-981,AKZ29,,1,"Specifications:

Bluetooth-compatible version: Bluetooth-compatible V5.3+EDR
Transmission distance: 10 meters
Charging time: 2.5-3 hours
Usage time: about 10 hours
Standby time: 60 hours
Speaker: 40 mm
Charging voltage: DC 5V
Connector: Type-C interface
Frequency response: 20 Hz-20 kHz
Battery: 200mAh rechargeable polymer battery
Functions: adjust volume, switch songs, answer calls, reject calls, hang up calls, Bluetooth-compatible playback, call replay, Bluetooth-compatible reconnection, voice prompts, battery display, MP3, FM radio",
itel It2165,Mobile Phones,JNE-IT2165-212,it2165,28462.5,10,"The itel IT2165 is a basic feature phone with a  2.0-inch QQVGA display, 32MB of RAM and ROM, and a VGA rear camera. It supports. It includes features like a built-in wireless FM radio, a bright torch, and the ability to store up to 1000 phone contacts. The phone is powered by a MediaTek MTK6261D processor with 32MB",
"Itel 2163 Dual SIM, 1.8"" 32MB ROM, 32MB RAM 1000mAh - Black",Mobile Phones,JNE-IT2163-256,it2163,28462.5,10,"Dual SIM: Like many feature phones, the Itel 2163 supports dual SIM functionality, allowing you to use two SIM cards simultaneously.
Battery Life: The Itel 2163 is equipped with a 1000mAh removable battery,
Storage: The Itel 2163 comes with 32MB of internal storage, which is sufficient for storing contacts, messages, and a few media files. It also has 32MB of RAM to help with smooth operation.
Features: The Itel 2163 offers basic features such as calls, SMS messaging, FM radio, a VGA rear camera, and a music player. It does not have internet connectivity or app support.",
Itel it2160C (2167),Mobile Phones,JNE-IT2160C2-742,it2160C (2167),35190.0,10,"Dual SIM.
Wireless Fm.
Bright torch.
Dual large front.
1.77 inches.
1000 mah battery capacity.
Type C",
Itel it2160,Mobile Phones,JNE-IT2160-263,it2160,36225.0,10,"Display:1.77"" TN
Resolution:128 *160(QQVGA)
Battery:1000mAh
Network:GSM 900/DCS1800 MHz/GSM/GPRS
Camera:Primary: 3.0MP,LED Flashlight
USB 2.0
3.5mm Stereo Earjack
MicroSD External Memory slot",
Itel it2160N 3lines,Mobile Phones,JNE-IT2160N3-911,it2160N 3lines,32602.5,10,"Display: 1.8"" TN
Resolution: 128 *160(QQVGA)
Battery:1000mAh
32MB ROM+ 32MB RAM
3.5mm Stereo Earjack
LED Flashlight",
Itel it3010,Mobile Phones,JNE-IT3010-796,it3010,39330.0,10,"510% Longer calls
62% Faster Network
2.0 Inch display
1500mAH Battery
2000 Contact save memory
Rear Camera
Wireless FM Radio
Auto call recording
Bright Torch
Dial Large Fonts
Media Player
Memory card supported",
Itel it5027,Mobile Phones,JNE-IT5027-532,it5027,45540.0,10,"Dual Sim Card Slot

screen2.4""

Opera mini

Rear Camera

1700mAh Battery

Bright Torch",
Itel it5032,Mobile Phones,JNE-IT5032-710,it5032,44505.0,10,"High-quality materials and build
Reliable, consistent performance
Modern design with ergonomic handling
Energy-efficient and safe operation
Backed by comprehensive quality control",
Itel it5600NEW (5606L),Mobile Phones,JNE-IT5600NE-165,it5600NEW (5606L),38812.5,10,"Type - C
SIM: Dual SIM, Dual Standby.
Battery: 1800mAh capacity.
Options: Can support 2500mah battery
Connectivity: Bluetooth 3.0, 3.5mm ear jack, USB port.
Multimedia: Wireless FM Radio, VGA Camera, Bright Torch.
Network: GSM 900/1800.
black",
Itel it5606P,Mobile Phones,JNE-IT5606P-494,it5606P,44505.0,10,"Big-battery basic feature phone (approximate match - closest retailer listing found):
2500mAh big battery
Wireless FM radio
Facebook/Opera Mini access
Dual SIM
Bright torch
Note: exact Ugandan retail page not found; specs sourced from regional itel it5606P listings.",
Itel it5606,Mobile Phones,JNE-IT5606-490,it5606,46575.0,10,"Display: 1.8"" (4.57 cm)
Camera: 0.3 MP rear
Battery: 2500 mAh
SIM: Dual SIM, GSM+GSM
Network: 2G only (no 3G/4G)
Wireless FM radio, LED torch, expandable storage for music/files",
Itel it5609,Mobile Phones,JNE-IT5609-710,it5609,48645.0,10,"Display: 2.0-inch screen
Camera: 1.3 MP rear
Memory: 4MB ROM + 4MB RAM (8MB/8MB per some listings)
Battery: 2500mAh removable Li-Ion (up to 30h talk time / 50 days standby)
Dual SIM, Wireless FM radio, Bluetooth 3.0, bright LED torch",
Itel it5082,Mobile Phones,JNE-IT5082-579,it5082,51232.5,10,"Display: 2.4-inch TFT non-touch, 240x320
Camera: 1.3MP rear
Memory: 64MB RAM + 64MB ROM, expandable via microSD
Battery: 1200mAh removable (some listings cite 1500mAh)
Triple SIM, Bluetooth, wireless FM radio, built-in torch, Opera Mini & LetsChat",
Itel it5619,Mobile Phones,JNE-IT5619-641,it5619,51750.0,10,"Display: 2.4"" large screen
Battery: 2500mAh long-lasting
Dual SIM support
Wireless FM radio
MP3/MP4 player
Expandable memory up to 32GB",
Itel it5620,Mobile Phones,JNE-IT5620-357,it5620,51750.0,10,"Display: 2.8"" (240x320)
Camera: Back 3.0MP, Front 1.3MP
Memory: 8MB ROM + 8MB RAM, expandable up to 16GB
Battery: 2500mAh, ~20hrs talktime
Wireless FM radio, Bluetooth/USB, Facebook & Palmchat messaging",
Itel CX02,Mobile Phones,JNE-CX02-666,CX02,62100.0,10,"Display: 1.8-inch
Dual SIM support
Wireless FM radio
Expandable storage
Simple, sturdy build for everyday reliable use (also sold as itel Circle 1 in round-screen variant)",
Itel it5627 Metal,Mobile Phones,JNE-IT5627ME-981,it5627 Metal,58995.0,10,"Display: 2.8""-3.0"" QVGA
Memory: 64MB ROM + 64MB RAM, expandable up to 32GB
Battery: 2500mAh (up to 55-day standby)
Triple SIM support, rear camera, wireless FM radio with Super Soundbox, Opera Mini, built-in games",
Itel it5627,Mobile Phones,JNE-IT5627-111,it5627,74520.0,10,"Display: 3.0"" QVGA big screen
Camera: 0.08MP rear
Memory: 16MB ROM + 4MB RAM (variants list 64MB/64MB), expandable to 32GB
Battery: 2500mAh (up to 55-day standby)
Triple SIM, Opera Mini, wireless FM radio, built-in games, Bluetooth/Type-C",
Itel it5626,Mobile Phones,JNE-IT5626-796,it5626,80730.0,10,"Display: 2.4-inch
Battery: 2200mAh
Dual SIM support
Wireless FM radio
MP3 player
Focus on voice clarity, large keys and long battery life",
Itel it9020,Mobile Phones,JNE-IT9020-838,it9020,81765.0,10,"Also marketed as itel Super Guru 4G
Display: 2.8-inch
Battery: 4000mAh (long-lasting)
Dual SIM (4G LTE variant available)
Wireless FM radio
Social/media apps (YouTube, etc.) on 4G version; basic 2G variants also exist with smaller battery",
Itel it5362,Mobile Phones,JNE-IT5362-217,it5362,56925.0,10,"Display: 2.4""-2.8"" colour display
Memory: 64MB ROM + 64MB RAM, expandable up to 32GB
Battery: 2000mAh (up to 30-day standby)
Triple SIM, wireless FM radio, Opera Mini, King Voice, Type-C port, rear camera",
Itel it9220 (NEO X10),Mobile Phones,JNE-IT9220NE-798,it9220 (NEO X10),67275.0,10,"Marketed as itel NEO X10+ 4G
Display: 2.4""-2.8"" screen
Battery: 2500mAh
Dual SIM (dual standby), 4G with Wi-Fi hotspot
Rear camera, wireless FM radio, social media access (Facebook/YouTube/TikTok), 10 preloaded games",
Itel FLIP 1,Mobile Phones,JNE-FLIP1-649,FLIP 1,96772.5,10,"Foldable/flip design (itel's first foldable feature phone)
Display: 2.4"" QQVGA (240x320)
Camera: 0.08MP rear with flash + 0.08MP front
Memory: 8MB ROM + 8MB RAM, expandable up to 64GB
Battery: 1200mAh
Bluetooth calling, Opera Mini, FM radio",
Itel A06 64+2,Mobile Phones,JNE-A06642-868,A06 64+2,274275.0,10,"Display: 6.56-inch
OS: Android 14 (Go edition)
Battery: 4000mAh
Storage/RAM: 64GB + 2GB (listing references 2GB+32GB variant - configuration may vary by batch)
Affordable entry-level Android smartphone",
Itel A50Cs (64+2),Mobile Phones,JNE-A50CS642-373,A50Cs (64+2),305325.0,10,"Display: 6.6"" IPS TFT with Dynamic Island cutout
Chipset: Unisoc T603/T7100, Octa-core
Memory: 2GB RAM + 64GB storage
Battery: 4000mAh, USB Type-C
Rear camera ~8MP, Android 14 Go edition, fingerprint unlock, dual SIM",
Itel A100C 64+2,Mobile Phones,JNE-A100C642-887,A100C 64+2,330165.0,10,"Display: 6.6-inch IPS LCD, 90Hz refresh rate
Chipset: Unisoc T7100, Octa-core
Memory: 2GB RAM + 64GB storage, expandable via microSDXC
Battery: 5000mAh
OS: Android 15 (Go edition) with itel OS 15
Ugandan retail price cited at UGX 245,000 for this 2GB+64GB configuration (Nov 2025)",
Itel A100C 128+3,Mobile Phones,JNE-A100C128-756,A100C 128+3,308430.0,10,"Display: 6.6-inch IPS LCD, 90Hz refresh rate
Chipset: Unisoc T7100, Octa-core
Memory: 3GB RAM + 128GB storage, expandable via microSDXC
Battery: 5000mAh
OS: Android 15 (Go edition) with itel OS 15
Higher RAM/storage configuration of the A100C series",
Itel A200 64+3,Mobile Phones,JNE-A200643-448,A200 64+3,362250.0,10,"Display: 6.75-inch, 120Hz refresh rate
Chipset: Unisoc T7250 (12nm), Octa-core
Memory: 3GB RAM + 64GB storage
Battery: 5000mAh, 15W charging
OS: Android 15 (Go edition), Sola AI assistant
Build: IP65 dust/water resistance, MIL-STD-810H durability rating",
Itel A200 128+3,Mobile Phones,JNE-A2001283-214,A200 128+3,399510.0,10,"Display: 6.75-inch, 120Hz refresh rate
Chipset: Unisoc T7250 (12nm), Octa-core
Memory: 3GB RAM + 128GB storage
Battery: 5000mAh, 15W charging
OS: Android 15 (Go edition), Sola AI assistant
Build: IP65 dust/water resistance, MIL-STD-810H durability rating
Uganda retail price confirmed at UGX 386,000 (Mar 2026)",
Itel A200+ 128+3,Mobile Phones,JNE-A2001283-400,A200+ 128+3,411930.0,10,"Display: 6.75-inch IPS LCD, 120Hz refresh rate, 700 nits peak brightness
Chipset: Unisoc T7250, Octa-core
Memory: 3GB/4GB RAM + 64GB/128GB storage, microSDXC expandable
Battery: 6000mAh, 18W wired + reverse charging
OS: itel OS 15.1 (Android 15 Go edition)
Rear camera 13MP, side-mounted fingerprint, IP65 + MIL-STD-810H rated build",
Itel A90 (64+3),Mobile Phones,JNE-A90643-545,A90 (64+3),288765.0,10,"Display: 6.6-inch IPS LCD
Chipset: Unisoc T7100
Memory: 3GB RAM + 64GB storage
Battery: 5000mAh
OS: itel OS 14 (Android 14 Go edition) with Aivana 2.0 AI assistant and Smart Link+
IP54 dust/splash resistance; Uganda base-model price cited around UGX 298,000",
Itel A90 (128+3),Mobile Phones,JNE-A901283-261,A90 (128+3),308430.0,10,"Display: 6.6-inch IPS LCD, HD+
Chipset: Unisoc T7100
Memory: 3GB RAM + 128GB storage
Battery: 5000mAh with fast charging
Triple rear cameras with AI modes, IP54 dust/splash resistance
Colors: Starlit Black, Aurora Blue, Cosmic Green, Space Titanium",
Itel CITY100,Mobile Phones,JNE-CITY100-564,CITY100,362250.0,10,"Display: 6.75-inch HD+ IPS LCD, 90Hz refresh rate, 700 nits peak brightness, 83% wide color gamut
Build: Dust/water and 1.5m drop resistant, 185g, Dynamic Bar 2.0
Features: DeepSeek R1 AI integration, side fingerprint, face unlock, infrared remote, dual SIM, 4G
Colors: Navy Blue, Pure Titanium, Fairy Purple",
Itel CITY200,Mobile Phones,JNE-CITY2001-103,CITY200 (128+4),465750.0,10,"Display: 6.78-inch, 120Hz refresh rate
Build: 7.45mm slim unibody, IP65 dust/water resistant, MIL-STD-810H drop resistance
Memory: 128GB storage + 8GB total RAM (4GB physical + 4GB extended)
Camera: 50MP main AI camera
OS: Android 15 with itel OS, Sola AI assistant; 5200mAh battery, 18W charging",
Itel S24,Mobile Phones,JNE-S242568-839,S24 (256+8),506115.0,10,"Display: 6.6-inch IPS LCD, 90Hz refresh rate, 720x1612
Chipset: MediaTek Helio G91
Memory: 4GB RAM (+4GB virtual = 8GB total) + 256GB storage
Camera: 108MP main rear sensor, dual-lens setup
Battery: 5000mAh; OS: Android 13 (itel OS 13); Uganda launch price cited around UGX 499,000",
Itel Tab 30,Mobile Phones,JNE-TAB30128-996,Tab 30 (128+4),381915.0,10,"Display: 11.0-inch IPS LCD, 1200x1920, ~206 ppi
Chipset: Unisoc T606, Mali-G57 GPU
Memory: 4GB RAM + 128GB storage
Battery: 7000mAh
Cameras: 8MP rear, 5MP front
OS: Android 13/14; dual connectivity (4G SIM + Wi-Fi); quad speakers on some variants",
TECNO T101,Mobile Phones,JNE-T101-836,T101,41400.0,10,"Display: 1.77-inch QVGA (128x160)
Memory: 32MB ROM + 32MB RAM, expandable up to 32GB
Camera: VGA rear
Battery: 1000mAh
Dual SIM, wireless FM radio (loud speaker), Bluetooth, LED torchlight",
TECNO T102,Mobile Phones,JNE-T102-369,T102,41400.0,10,"Display: 1.77-inch QVGA (128x160)
Memory: 32MB ROM + 32MB RAM (4MB/4MB in some listings)
Camera: 0.08MP VGA rear
Battery: 1000mAh (1150mAh variant also sold)
Dual SIM, wireless FM radio, Bluetooth, LED torch, USB-C charging on newer batches",
TECNO T302,Mobile Phones,JNE-T302-612,T302,47610.0,10,"Display: 2.0-inch QQVGA
Memory: 4MB ROM + 4MB RAM, expandable up to 32GB via microSD
Camera: 0.08MP rear
Battery: 1150mAh
Dual SIM, wireless FM radio with loud speaker, Bluetooth, LED torchlight",
